name,avg_rating,review_count,url_source
Bia Hơi Hà Nội - Quận 1,5.0,11,https://www.google.com/maps/place/Bia+H%C6%A1i+H%C3%A0+N%E1%BB%99i+-+Qu%E1%BA%ADn+1/data=!4m7!3m6!1s0x31752f7603e75273:0x94bd6b801adab86b!8m2!3d10.7628847!4d106.6869066!16s%2Fg%2F11ysxmtysk!19sChIJc1LnA3YvdTERa7jaGoBrvZQ?authuser=0&hl=en&rclk=1
Bonchon Chicken - Vạn Hạnh Mall,4.5,611,https://www.google.com/maps/place/Bonchon+Vietnam+-+V%E1%BA%A1n+H%E1%BA%A1nh+Mall/data=!4m7!3m6!1s0x31752f54fdf9b8b9:0x94725861c28814a7!8m2!3d10.7705875!4d106.6694776!16s%2Fg%2F11rw8z7yc3!19sChIJubj5_VQvdTERpxSIwmFYcpQ?authuser=0&hl=en&rclk=1
Bornga,4.2,1319,https://www.google.com/maps/place/Bornga/data=!4m7!3m6!1s0x31752f4870f55e99:0xe9d2893e7afe4e1b!8m2!3d10.7786477!4d106.7019699!16s%2Fg%2F11f31vswwf!19sChIJmV71cEgvdTERG07-ej6J0uk?authuser=0&hl=en&rclk=1
Buffet Poseidon Võ Văn Kiệt Quận 6,4.9,1462,https://www.google.com/maps/place/Buffet+Poseidon+V%C3%B5+V%C4%83n+Ki%E1%BB%87t+Qu%E1%BA%ADn+6/data=!4m7!3m6!1s0x31752f97f9453299:0xb3ebb027dcbf1232!8m2!3d10.7433887!4d106.6489821!16s%2Fg%2F11wv0jjjkq!19sChIJmTJF-ZcvdTERMhK_3Cew67M?authuser=0&hl=en&rclk=1
Buffet Poseidon Vincom Plaza 3/2 Quận 10,4.5,1148,https://www.google.com/maps/place/Buffet+Poseidon+Vincom+Plaza+3%2F2+Qu%E1%BA%ADn+10/data=!4m7!3m6!1s0x31752f004f7c27a7:0x99f9945093423d50!8m2!3d10.7762206!4d106.68076!16s%2Fg%2F11y4_tjl7g!19sChIJpyd8TwAvdTERUD1Ck1CU-Zk?authuser=0&hl=en&rclk=1
Busan Korea Food,3.7,306,https://www.google.com/maps/place/Busan+Korea+Food/data=!4m7!3m6!1s0x31752fd525033433:0x522b7707b47aa63c!8m2!3d10.7675949!4d106.6798461!16s%2Fg%2F11nghm_q23!19sChIJMzQDJdUvdTERPKZ6tAd3K1I?authuser=0&hl=en&rclk=1
Busan Korean Food,2.9,1126,https://www.google.com/maps/place/Busan+Korean+Food/data=!4m7!3m6!1s0x31752f0ea7ed77ab:0x83c67576348684fa!8m2!3d10.7659098!4d106.6963181!16s%2Fg%2F11pd37hb1d!19sChIJq3ftpw4vdTER-oSGNHZ1xoM?authuser=0&hl=en&rclk=1
Busan Korean Food,3.4,1002,https://www.google.com/maps/place/Busan+Korean+Food/data=!4m7!3m6!1s0x31752f6efee842a7:0x952ff60ca5d0b766!8m2!3d10.7775281!4d106.6644476!16s%2Fg%2F11f775jlbd!19sChIJp0Lo_m4vdTERZrfQpQz2L5U?authuser=0&hl=en&rclk=1
Busan Korean Food,2.7,331,https://www.google.com/maps/place/Busan+Korean+Food/data=!4m7!3m6!1s0x31752f98ef0aa741:0x52b3af67a46e19ed!8m2!3d10.7391262!4d106.7093636!16s%2Fg%2F11sb88yhf3!19sChIJQacK75gvdTER7RlupGevs1I?authuser=0&hl=en&rclk=1
Busan Korean Food,2.2,667,https://www.google.com/maps/place/Busan+Korean+Food/data=!4m7!3m6!1s0x31752ff9d313d6fb:0x21158023ba5cf471!8m2!3d10.7622063!4d106.6685561!16s%2Fg%2F11lkx6kh6k!19sChIJ-9YT0_kvdTERcfRcuiOAFSE?authuser=0&hl=en&rclk=1
Buzza Pizza Nguyễn Thị Thập,4.1,925,https://www.google.com/maps/place/Buzza+Pizza+Nguy%E1%BB%85n+Th%E1%BB%8B+Th%E1%BA%ADp/data=!4m7!3m6!1s0x31752f98d36c46d3:0x4f91c9b4c7bd698c!8m2!3d10.7405883!4d106.6982389!16s%2Fg%2F11hb4xshrs!19sChIJ00Zs05gvdTERjGm9x7TJkU8?authuser=0&hl=en&rclk=1
CƠM SƯỜN NƯỚNG TỨ XUYÊN,5.0,3,https://www.google.com/maps/place/C%C6%A0M+S%C6%AF%E1%BB%9CN+N%C6%AF%E1%BB%9ANG+T%E1%BB%A8+XUY%C3%8AN/data=!4m7!3m6!1s0x31752f00dc6b6645:0x4a092b3190029d75!8m2!3d10.7516452!4d106.7033767!16s%2Fg%2F11h_v31x8z!19sChIJRWZr3AAvdTERdZ0CkDErCUo?authuser=0&hl=en&rclk=1
CƠM TẤM 178 (cơm tấm ma),3.8,49,https://www.google.com/maps/place/C%C6%A0M+T%E1%BA%A4M+178+%28c%C6%A1m+t%E1%BA%A5m+ma%29/data=!4m7!3m6!1s0x31752f46ecb33a21:0xdceab924d4987c92!8m2!3d10.7498186!4d106.6435247!16s%2Fg%2F11kspn2_r6!19sChIJITqz7EYvdTERknyY1CS56tw?authuser=0&hl=en&rclk=1
CƠM TẤM CHAY QUẬN 7,5.0,7,https://www.google.com/maps/place/C%C6%A0M+T%E1%BA%A4M+CHAY+QU%E1%BA%ACN+7/data=!4m7!3m6!1s0x31752f001e156231:0x7043ba50b1b55737!8m2!3d10.7463352!4d106.7068421!16s%2Fg%2F11xmh1my75!19sChIJMWIVHgAvdTERN1e1sVC6Q3A?authuser=0&hl=en&rclk=1
CƠM TẤM NGON 3 MIỀN QUẬN 1,4.1,63,https://www.google.com/maps/place/C%C6%A0M+T%E1%BA%A4M+NGON+3+MI%E1%BB%80N+QU%E1%BA%ACN+1/data=!4m7!3m6!1s0x31752f0057251893:0x6f48e9cb7e1d4fc6!8m2!3d10.7579891!4d106.68483!16s%2Fg%2F11w1dqbxt0!19sChIJkxglVwAvdTERxk8dfsvpSG8?authuser=0&hl=en&rclk=1
CƠM TẤM SƯỜN QUE| CƠM TẤM NGON QUẬN 10,2.9,21,https://www.google.com/maps/place/C%C6%A0M+T%E1%BA%A4M+S%C6%AF%E1%BB%9CN+QUE%7C+C%C6%A0M+T%E1%BA%A4M+NGON+QU%E1%BA%ACN+10/data=!4m7!3m6!1s0x31752f65c6838c93:0xae84a50d9baf413a!8m2!3d10.7757717!4d106.6671026!16s%2Fg%2F11txt3ngr_!19sChIJk4yDxmUvdTEROkGvmw2lhK4?authuser=0&hl=en&rclk=1
CƠM TẤM SIÊU NGON - 335 HẬU GIANG,4.5,14,https://www.google.com/maps/place/C%C6%A0M+T%E1%BA%A4M+SI%C3%8AU+NGON+-+335+H%E1%BA%ACU+GIANG/data=!4m7!3m6!1s0x31752fa63e083dad:0x2f8c79fd34326a81!8m2!3d10.7494169!4d106.6411111!16s%2Fg%2F11lg9qx3c6!19sChIJrT0IPqYvdTERgWoyNP15jC8?authuser=0&hl=en&rclk=1
Cơm Đài Loan TAWA - Quận 1,5.0,7,https://www.google.com/maps/place/C%C6%A1m+%C4%90%C3%A0i+Loan+TAWA+-+Qu%E1%BA%ADn+1/data=!4m7!3m6!1s0x31752f00560a9707:0xee0f63f2e8bcb828!8m2!3d10.764615!4d106.6965439!16s%2Fg%2F11yppfc85f!19sChIJB5cKVgAvdTERKLi86PJjD-4?authuser=0&hl=en&rclk=1
Cơm Chay Quận 7,4.5,12,https://www.google.com/maps/place/C%C6%A1m+Chay+Qu%E1%BA%ADn+7/data=!4m7!3m6!1s0x31752f68654a0f3b:0xb31f5388ed305bfd!8m2!3d10.7475565!4d106.7075435!16s%2Fg%2F11kpt66d_c!19sChIJOw9KZWgvdTER_Vsw7YhTH7M?authuser=0&hl=en&rclk=1
Cơm Gà - Lẩu gà Lá é Ngõ 90,4.4,192,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+-+L%E1%BA%A9u+g%C3%A0+L%C3%A1+%C3%A9+Ng%C3%B5+90/data=!4m7!3m6!1s0x31752faddc41e487:0x8d4a41f3dbb4abff!8m2!3d10.7711079!4d106.6902546!16s%2Fg%2F11s58z5907!19sChIJh-RB3K0vdTER_6u02_NBSo0?authuser=0&hl=en&rclk=1
Cơm Gà Chị Tư - Hoàng Diệu,4.7,358,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+Ch%E1%BB%8B+T%C6%B0+-+Ho%C3%A0ng+Di%E1%BB%87u/data=!4m7!3m6!1s0x31752fef6ece2aaf:0xee2cba16677c2005!8m2!3d10.7606221!4d106.7000955!16s%2Fg%2F11m_jycdnh!19sChIJryrObu8vdTERBSB8Zxa6LO4?authuser=0&hl=en&rclk=1
Cơm Gà Hải Nam,3.8,108,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+H%E1%BA%A3i+Nam/data=!4m7!3m6!1s0x31752e89c64789f1:0xa0f03bd33cd5e78f!8m2!3d10.7498369!4d106.6447003!16s%2Fg%2F11h7s47qht!19sChIJ8YlHxokudTERj-fVPNM78KA?authuser=0&hl=en&rclk=1
Cơm Gà Nha Trang - 2 Chị Em,4.5,745,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+Nha+Trang+-+2+Ch%E1%BB%8B+Em/data=!4m7!3m6!1s0x31752ff2bfc94a67:0x4600f36d4fff378d!8m2!3d10.7820452!4d106.6641632!16s%2Fg%2F11h3qq90_5!19sChIJZ0rJv_IvdTERjTf_T23zAEY?authuser=0&hl=en&rclk=1
Cơm Gà Thuỳ Dương | Cơm Gà Ngon Quận 10,5.0,13,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+Thu%E1%BB%B3+D%C6%B0%C6%A1ng+%7C+C%C6%A1m+G%C3%A0+Ngon+Qu%E1%BA%ADn+10/data=!4m7!3m6!1s0x31752f0004abcdb9:0x6a2163093c3665da!8m2!3d10.77283!4d106.678475!16s%2Fg%2F11vt7lmxdc!19sChIJuc2rBAAvdTER2mU2PAljIWo?authuser=0&hl=en&rclk=1
Cơm Lu - Cơm ST25 Ngon Quận 7,4.5,37,https://www.google.com/maps/place/C%C6%A1m+Lu+-+C%C6%A1m+ST25+Ngon+Qu%E1%BA%ADn+7/data=!4m7!3m6!1s0x31752f17a9b40815:0xc9da635d2d494417!8m2!3d10.7397166!4d106.703933!16s%2Fg%2F11n9swnzc8!19sChIJFQi0qRcvdTERF0RJLV1j2sk?authuser=0&hl=en&rclk=1
Cơm Niêu Bình Phú - Chi Nhánh 1,4.3,155,https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+B%C3%ACnh+Ph%C3%BA+-+Chi+Nh%C3%A1nh+1/data=!4m7!3m6!1s0x31752fc4701e79df:0xbabf6d1695ebeb07!8m2!3d10.7426146!4d106.6299689!16s%2Fg%2F11hfn00ckq!19sChIJ33kecMQvdTERB-vrlRZtv7o?authuser=0&hl=en&rclk=1
Cơm Niêu Chú Chen - Quận 1,4.5,367,https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+Ch%C3%BA+Chen+-+Qu%E1%BA%ADn+1/data=!4m7!3m6!1s0x31752f0071c22009:0x94e0f1f1fcd7c5e5!8m2!3d10.7628847!4d106.6869066!16s%2Fg%2F11x11nmgk3!19sChIJCSDCcQAvdTER5cXX_PHx4JQ?authuser=0&hl=en&rclk=1
Cơm Niêu Cuội | Cơm Niêu Phú Mỹ Hưng | Quận 7,4.6,59,https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+Cu%E1%BB%99i+%7C+C%C6%A1m+Ni%C3%AAu+Ph%C3%BA+M%E1%BB%B9+H%C6%B0ng+%7C+Qu%E1%BA%ADn+7/data=!4m7!3m6!1s0x31753186d8bcc929:0x3357236cd32508b6!8m2!3d10.7236914!4d106.7104508!16s%2Fg%2F11x0twmks7!19sChIJKcm82IYxdTERtggl02wjVzM?authuser=0&hl=en&rclk=1
Cơm Niêu Hà Đô,4.2,135,https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+H%C3%A0+%C4%90%C3%B4/data=!4m7!3m6!1s0x31752f5ab588fc5b:0x2962df590c57dfe3!8m2!3d10.776948!4d106.6792388!16s%2Fg%2F11khbqhbyd!19sChIJW_yItVovdTER499XDFnfYik?authuser=0&hl=en&rclk=1
Cơm Niêu Thiên Lý,4.8,525,https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+Thi%C3%AAn+L%C3%BD/data=!4m7!3m6!1s0x31752fe879d89f65:0x434b1be23769b23a!8m2!3d10.763325!4d106.6928047!16s%2Fg%2F11vwj96hlz!19sChIJZZ_YeegvdTEROrJpN-IbS0M?authuser=0&hl=en&rclk=1
Cơm Tấm Đêm Bà Ba,3.6,5,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+%C4%90%C3%AAm+B%C3%A0+Ba/data=!4m7!3m6!1s0x31752f0b5a8adadd:0x6028637830c0e1c8!8m2!3d10.7515597!4d106.6946302!16s%2Fg%2F11j00rxlsn!19sChIJ3dqKWgsvdTERyOHAMHhjKGA?authuser=0&hl=en&rclk=1
Cơm Tấm - Hủ Tiếu Bốn Chị Em,5.0,19,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+-+H%E1%BB%A7+Ti%E1%BA%BFu+B%E1%BB%91n+Ch%E1%BB%8B+Em/data=!4m7!3m6!1s0x31752f3da4fea03f:0xe16f7ce1ae54e28!8m2!3d10.7475283!4d106.6937873!16s%2Fg%2F11nmqzpvf2!19sChIJP6D-pD0vdTERKE7lGs73Fg4?authuser=0&hl=en&rclk=1
Cơm Tấm 169,4.8,325,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+169/data=!4m7!3m6!1s0x31752fef2f509d1d:0x52ed8f2bf8f177d8!8m2!3d10.7407135!4d106.7054!16s%2Fg%2F11k4lncz7q!19sChIJHZ1QL-8vdTER2Hfx-CuP7VI?authuser=0&hl=en&rclk=1
Cơm Tấm 240A Lê Văn Lương,3.8,285,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+240A+L%C3%AA+V%C4%83n+L%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x31752fa805dc16a7:0x72dd2ec3f45f2d5!8m2!3d10.7438449!4d106.7041114!16s%2Fg%2F11h_cvydtj!19sChIJpxbcBagvdTER1fJFP-zSLQc?authuser=0&hl=en&rclk=1
Cơm Tấm 32D1,4.5,73,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+32D1/data=!4m7!3m6!1s0x31752ff77dc3767b:0x6c2088cda55173ba!8m2!3d10.761002!4d106.692766!16s%2Fg%2F11flr67tdk!19sChIJe3bDffcvdTERunNRpc2IIGw?authuser=0&hl=en&rclk=1
Cơm Tấm Bà Già,4.5,11,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+B%C3%A0+Gi%C3%A0/data=!4m7!3m6!1s0x31752e88405c0001:0xf09515070892dc37!8m2!3d10.7535804!4d106.6428146!16s%2Fg%2F11h7s4fzmd!19sChIJAQBcQIgudTERN9ySCAcVlfA?authuser=0&hl=en&rclk=1
Cơm Tấm Dì Út,4.5,409,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+D%C3%AC+%C3%9At/data=!4m7!3m6!1s0x31752f74b75f363d:0xe703a1c7463f268e!8m2!3d10.7605045!4d106.6904542!16s%2Fg%2F11jsf0827m!19sChIJPTZft3QvdTERjiY_RsehA-c?authuser=0&hl=en&rclk=1
Cơm Tấm Múc - Vietnamese Broken Rice Restaurant,4.6,820,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+M%C3%BAc+-+Vietnamese+Broken+Rice+Restaurant/data=!4m7!3m6!1s0x31752f003005a2ad:0x254bcc85f6e885bd!8m2!3d10.7587014!4d106.684516!16s%2Fg%2F11y5j4l6pr!19sChIJraIFMAAvdTERvYXo9oXMSyU?authuser=0&hl=en&rclk=1
Cơm Tấm NÈ | Lê Hồng Phong | Cơm tấm Quận 10 | Cơm Sườn Cây Nướng Sả | Cơm Sườn Bì Chả |,4.7,155,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+N%C3%88+%7C+L%C3%AA+H%E1%BB%93ng+Phong+%7C+C%C6%A1m+t%E1%BA%A5m+Qu%E1%BA%ADn+10+%7C+C%C6%A1m+S%C6%B0%E1%BB%9Dn+C%C3%A2y+N%C6%B0%E1%BB%9Bng+S%E1%BA%A3+%7C+C%C6%A1m+S%C6%B0%E1%BB%9Dn+B%C3%AC+Ch%E1%BA%A3+%7C/data=!4m7!3m6!1s0x31752fa469539185:0x15c5d68812baa1d0!8m2!3d10.773185!4d106.6715593!16s%2Fg%2F11xcqfq3rl!19sChIJhZFTaaQvdTER0KG6EojWxRU?authuser=0&hl=en&rclk=1
Cơm Tấm Nàng Tròn,4.5,131,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+N%C3%A0ng+Tr%C3%B2n/data=!4m7!3m6!1s0x31752d009325bc35:0x4285af79f4730d35!8m2!3d10.7443588!4d106.6261084!16s%2Fg%2F11k9ppxh6n!19sChIJNbwlkwAtdTERNQ1z9HmvhUI?authuser=0&hl=en&rclk=1
Cơm Tấm Thuận Kiều - Phú Mỹ Hưng,4.0,523,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+Thu%E1%BA%ADn+Ki%E1%BB%81u+-+Ph%C3%BA+M%E1%BB%B9+H%C6%B0ng/data=!4m7!3m6!1s0x31752f92fae2cc3b:0x521e67de61b87e8e!8m2!3d10.7255447!4d106.7093991!16s%2Fg%2F11fzf5p6jf!19sChIJO8zi-pIvdTERjn64Yd5nHlI?authuser=0&hl=en&rclk=1
Cơm Tấm Tuyết Cây Gõ,4.1,1025,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+Tuy%E1%BA%BFt+C%C3%A2y+G%C3%B5/data=!4m7!3m6!1s0x31752f82aaff2ad5:0x3ed5081a28b557f4!8m2!3d10.7544235!4d106.6394626!16s%2Fg%2F11h_xfhf9k!19sChIJ1Sr_qoIvdTER9Fe1KBoI1T4?authuser=0&hl=en&rclk=1
Cơm Văn Phòng Bếp Việt Quận 7,4.1,149,https://www.google.com/maps/place/C%C6%A1m+V%C4%83n+Ph%C3%B2ng+B%E1%BA%BFp+Vi%E1%BB%87t+Qu%E1%BA%ADn+7/data=!4m7!3m6!1s0x31752f0ca50da951:0xebdbf19e0b6dc660!8m2!3d10.7516707!4d106.6988226!16s%2Fg%2F11c5sw52wr!19sChIJUakNpQwvdTERYMZtC57x2-s?authuser=0&hl=en&rclk=1
Cơm Việt Nam,3.9,35,https://www.google.com/maps/place/C%C6%A1m+Vi%E1%BB%87t+Nam/data=!4m7!3m6!1s0x31752f27bedcfc7b:0xe402edd138cd6648!8m2!3d10.777824!4d106.6801643!16s%2Fg%2F11c5svmxkp!19sChIJe_zcvicvdTERSGbNONHtAuQ?authuser=0&hl=en&rclk=1
Cơm chay Từ Tâm,4.8,18,https://www.google.com/maps/place/C%C6%A1m+chay+T%E1%BB%AB+T%C3%A2m/data=!4m7!3m6!1s0x31752fdd5944768f:0xfe507bd1dab12346!8m2!3d10.7502806!4d106.6991192!16s%2Fg%2F11h06xyn03!19sChIJj3ZEWd0vdTERRiOx2tF7UP4?authuser=0&hl=en&rclk=1
,4.7,1257,https://www.google.com/maps/place/C%C6%A1m+ni%C3%AAu+Thi%C3%AAn+L%C3%BD/data=!4m7!3m6!1s0x31752f0fd3651d8b:0x563c9bed286a195f!8m2!3d10.741221!4d106.6972631!16s%2Fg%2F11mvngky3b!19sChIJix1l0w8vdTERXxlqKO2bPFY?authuser=0&hl=en&rclk=1
,4.6,983,https://www.google.com/maps/place/C%C6%A1m+ni%C3%AAu+Thi%C3%AAn+L%C3%BD/data=!4m7!3m6!1s0x31752f709a374933:0xcec765b61ca8e5ac!8m2!3d10.7827466!4d106.6615401!16s%2Fg%2F11bym_0010!19sChIJM0k3mnAvdTERrOWoHLZlx84?authuser=0&hl=en&rclk=1
,3.7,10,https://www.google.com/maps/place/C%C6%A1m+t%C3%A1m+c%C3%A2y+m%E1%BA%ADn/data=!4m7!3m6!1s0x31752fdd10097963:0x179ec006335d9daf!8m2!3d10.7503027!4d106.6473885!16s%2Fg%2F11j5c5ry5d!19sChIJY3kJEN0vdTERr51dMwbAnhc?authuser=0&hl=en&rclk=1
Cơm tấm Đề Thám,4.4,581,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+%C4%90%E1%BB%81+Th%C3%A1m/data=!4m7!3m6!1s0x31752fc4b07ba49d:0xa571105058415d9!8m2!3d10.7683809!4d106.6933654!16s%2Fg%2F11qm3fpcfd!19sChIJnaR7sMQvdTER2RWEBQURVwo?authuser=0&hl=en&rclk=1
Cơm tấm đêm Hòa,4.8,26,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+%C4%91%C3%AAm+H%C3%B2a/data=!4m7!3m6!1s0x31752f55c8370e59:0xb01ff2dec665a2a7!8m2!3d10.7450305!4d106.7050668!16s%2Fg%2F11t9t310mw!19sChIJWQ43yFUvdTERp6Jlxt7yH7A?authuser=0&hl=en&rclk=1
Cơm tấm 255,4.3,7,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+255/data=!4m7!3m6!1s0x31752f15af95cd5f:0x683155d5514a0e37!8m2!3d10.7445618!4d106.6466389!16s%2Fg%2F11syf489ch!19sChIJX82VrxUvdTERNw5KUdVVMWg?authuser=0&hl=en&rclk=1
Cơm tấm 3 Cô,4.7,62,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+3+C%C3%B4/data=!4m7!3m6!1s0x31752f8419f4bcfb:0x7f0fa38b2793d62f!8m2!3d10.762735!4d106.687724!16s%2Fg%2F11gxgbs2jm!19sChIJ-7z0GYQvdTERL9aTJ4ujD38?authuser=0&hl=en&rclk=1
Cơm tấm Hoàng Gia,4.0,171,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Ho%C3%A0ng+Gia/data=!4m7!3m6!1s0x31752f122b0e6987:0x2c7d02bfc28a885f!8m2!3d10.7490815!4d106.6448068!16s%2Fg%2F11gycb5779!19sChIJh2kOKxIvdTERX4iKwr8CfSw?authuser=0&hl=en&rclk=1
Cơm tấm Long Xuyên,5.0,3,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Long+Xuy%C3%AAn/data=!4m7!3m6!1s0x31752f003adb07d9:0xa49f512be859e898!8m2!3d10.7651897!4d106.6734478!16s%2Fg%2F11lyz8gtlf!19sChIJ2QfbOgAvdTERmOhZ6CtRn6Q?authuser=0&hl=en&rclk=1
Cơm tấm Minh Long,3.9,439,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Minh+Long/data=!4m7!3m6!1s0x31752f992b0851b3:0x760b06981c95e42b!8m2!3d10.7398175!4d106.7030631!16s%2Fg%2F11dylzd0zj!19sChIJs1EIK5kvdTERK-SVHJgGC3Y?authuser=0&hl=en&rclk=1
Cơm tấm Nguyễn Văn Cừ,3.6,2266,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Nguy%E1%BB%85n+V%C4%83n+C%E1%BB%AB/data=!4m7!3m6!1s0x31752f7eeb84ec71:0x9cc843228843fb3b!8m2!3d10.756867!4d106.685172!16s%2Fg%2F1hc6gn3h8!19sChIJceyE634vdTERO_tDiCJDyJw?authuser=0&hl=en&rclk=1
Cơm tấm Nhớ,3.8,445,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Nh%E1%BB%9B/data=!4m7!3m6!1s0x31752f9f366b6ca3:0x7b1abf5445ba33d2!8m2!3d10.7399164!4d106.70256!16s%2Fg%2F11b6dgglkr!19sChIJo2xrNp8vdTER0jO6RVS_Gns?authuser=0&hl=en&rclk=1
Cơm tấm Quốc Tường,5.0,1,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+Qu%E1%BB%91c+T%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x31752f1787710057:0xd129b5d5b2a55849!8m2!3d10.7494673!4d106.6984906!16s%2Fg%2F11td3brsmb!19sChIJVwBxhxcvdTERSVilstW1KdE?authuser=0&hl=en&rclk=1
Cơm tấm cô Lệ,4.4,9,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+c%C3%B4+L%E1%BB%87/data=!4m7!3m6!1s0x31752f10c70ac88d:0x26c1237ba7a07ecd!8m2!3d10.7610779!4d106.6704894!16s%2Fg%2F11ghsgw_4j!19sChIJjcgKxxAvdTERzX6gp3sjwSY?authuser=0&hl=en&rclk=1
Cơm tấm chay An Đông,4.4,167,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+chay+An+%C4%90%C3%B4ng/data=!4m7!3m6!1s0x31752f7845376fb5:0x4ba4b4ea71778fb!8m2!3d10.7497254!4d106.6410375!16s%2Fg%2F11gmfj5m6d!19sChIJtW83RXgvdTER-3gXp05LugQ?authuser=0&hl=en&rclk=1
Cơm tấm dì út,4.0,4,https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+d%C3%AC+%C3%BAt/data=!4m7!3m6!1s0x31752f00324c7ad3:0xc39e3dbaa4243caa!8m2!3d10.7515238!4d106.6982146!16s%2Fg%2F11y3np4_q4!19sChIJ03pMMgAvdTERqjwkpLo9nsM?authuser=0&hl=en&rclk=1
Cơm trưa văn phòng I Mia Food Delivery,4.4,7,https://www.google.com/maps/place/C%C6%A1m+tr%C6%B0a+v%C4%83n+ph%C3%B2ng+I+Mia+Food+Delivery/data=!4m7!3m6!1s0x31752f735efc5eaf:0xa46bc80edfd15a09!8m2!3d10.7656398!4d106.6966094!16s%2Fg%2F11ptprlqjk!19sChIJr178XnMvdTERCVrR3w7Ia6Q?authuser=0&hl=en&rclk=1
Cơm văn phòng phúc nguyên.,5.0,2,https://www.google.com/maps/place/C%C6%A1m+v%C4%83n+ph%C3%B2ng+ph%C3%BAc+nguy%C3%AAn./data=!4m7!3m6!1s0x31752f250f557559:0xded92eec583efbd7!8m2!3d10.7439554!4d106.7017276!16s%2Fg%2F11jr1zvjq5!19sChIJWXVVDyUvdTER1_s-WOwu2d4?authuser=0&hl=en&rclk=1
Cơm xá xíu Vĩnh Tâm,4.1,100,https://www.google.com/maps/place/C%C6%A1m+x%C3%A1+x%C3%ADu+V%C4%A9nh+T%C3%A2m/data=!4m7!3m6!1s0x31752f0ad01a322f:0x1bc93a9d5713c83b!8m2!3d10.7516452!4d106.7033767!16s%2Fg%2F11j00r_mzr!19sChIJLzIa0AovdTERO8gTV506yRs?authuser=0&hl=en&rclk=1
Phở Cao Vân,4.2,1165,https://www.google.com/maps/place/Cao+V%C3%A2n+Pho/data=!4m7!3m6!1s0x31752f35f19a3ecd:0x58cb02188cf99385!8m2!3d10.7847433!4d106.6992982!16s%2Fg%2F11cl_4grh1!19sChIJzT6a8TUvdTERhZP5jBgCy1g?authuser=0&hl=en&rclk=1
Cháo ếch Singapore Ngã 7 - Lý Thái Tổ Quận 10 Vườn Lài,5.0,279,https://www.google.com/maps/place/Ch%C3%A1o+%E1%BA%BFch+Singapore+Ng%C3%A3+7+-+L%C3%BD+Th%C3%A1i+T%E1%BB%95+Qu%E1%BA%ADn+10+V%C6%B0%E1%BB%9Dn+L%C3%A0i/data=!4m7!3m6!1s0x31752ff6f1569c91:0x731f1eee9abf285a!8m2!3d10.7679013!4d106.6735542!16s%2Fg%2F11kpxw2mfn!19sChIJkZxW8fYvdTERWii_mu4eH3M?authuser=0&hl=en&rclk=1
Quán ốc Chút Chít,4.2,955,https://www.google.com/maps/place/Ch%C3%BAt+Ch%C3%ADt+Seafood/data=!4m7!3m6!1s0x31752f262e2e72c3:0x61601713354263f4!8m2!3d10.7779316!4d106.6785885!16s%2Fg%2F11b69gr_zg!19sChIJw3IuLiYvdTER9GNCNRMXYGE?authuser=0&hl=en&rclk=1
